YEAR,MONTH,DAY_OF_MONTH,DAY_OF_WEEK,FLIGHT_NUM,ORIGIN,DEST,SCHEDULED_DEP_TIME,ACTUAL_DEP_TIME,DEP_DELAY,SCHEDULED_ARR_TIME,ACTUAL_ARR_TIME,DISTANCE,ARR_DELAY,DELAY
2016,7,1,5,630,DTW,ATL,1755,1754,-1,1959,1936,594,-23,NO
2016,7,1,5,725,DTW,ATL,930,927,-3,1126,1116,594,-10,NO
2016,7,1,5,752,ATL,JFK,1205,1203,-2,1429,1434,760,5,NO
2016,7,1,5,786,DTW,ATL,1400,1357,-3,1605,1537,594,-28,NO
2016,7,1,5,1397,MSP,SEA,1505,1504,-1,1642,1649,1399,7,NO
2016,7,1,5,1476,DTW,MSP,1345,1343,-2,1437,1432,528,-5,NO
2016,7,1,5,1608,ATL,DTW,1340,1341,1,1548,1527,594,-21,NO
2016,7,1,5,1750,SEA,ATL,1049,1046,-3,1840,1819,2182,-21,NO
2016,7,1,5,16,SEA,DTW,1148,1140,-8,1914,1912,1927,-2,NO
2016,7,1,5,42,ATL,JFK,1524,1936,252,1805,144,760,,NO
2016,7,1,5,43,JFK,ATL,1525,2100,335,1813,27,760,374,YES
2016,7,1,5,109,ATL,MSP,1640,1701,21,1827,1851,907,24,YES
2016,7,1,5,211,JFK,SEA,1855,2307,252,2221,252,2422,271,YES
2016,7,1,5,213,JFK,MSP,1825,1930,65,2051,,1029,,NO
2016,7,1,5,2214,MSP,JFK,1735,2257,322,2132,307,1029,335,YES
2016,7,1,5,2253,MSP,SEA,1758,1850,52,1942,2018,1399,36,YES
2016,7,1,5,2329,ATL,SEA,1414,1408,-6,1632,1621,2182,-11,NO
2016,7,1,5,2440,SEA,MSP,50,49,-1,602,553,1399,-9,NO
2016,7,1,5,2580,ATL,SEA,1205,1201,-4,1420,1419,2182,-1,NO
2016,7,1,5,2784,JFK,DTW,900,857,-3,1119,1056,509,-23,NO
2016,7,1,5,2815,SEA,ATL,2329,2329,0,710,644,2182,-26,NO
2016,7,1,5,2830,MSP,DTW,844,848,4,1122,1122,528,0,NO
2016,7,2,6,23,DTW,MSP,1556,1556,0,1655,1648,528,-7,NO
2016,7,2,6,108,MSP,ATL,1317,1313,-4,1650,1621,907,-29,NO
2016,7,2,6,177,ATL,MSP,1505,1505,0,1645,1640,907,-5,NO
2016,7,2,6,281,DTW,SEA,830,833,3,1027,1033,1927,6,NO
2016,7,2,6,411,SEA,JFK,735,750,15,1601,1544,2422,-17,NO
2016,7,2,6,422,JFK,ATL,1350,1354,4,1624,1610,760,-14,NO
2016,7,2,6,440,JFK,ATL,600,626,26,824,831,760,7,NO
2016,7,2,6,491,JFK,ATL,820,852,32,1049,1112,760,23,YES
2016,7,1,5,1815,MSP,ATL,850,849,-1,1222,1200,907,-22,NO
2016,7,1,5,1943,DTW,ATL,1200,1158,-2,1404,1340,594,-24,NO
2016,7,1,5,2039,ATL,SEA,744,741,-3,1000,959,2182,-1,NO
2016,7,2,6,1768,SEA,MSP,813,810,-3,1331,1327,1399,-4,NO
2016,7,2,6,1893,DTW,ATL,847,843,-4,1045,1026,594,-19,NO
2016,7,2,6,2005,ATL,DTW,710,709,-1,909,853,594,-16,NO
2016,7,2,6,2032,MSP,JFK,700,,,1049,,1029,,NO
2016,7,2,6,2214,MSP,JFK,1735,1734,-1,2129,2104,1029,-25,NO
2016,7,2,6,2253,MSP,SEA,1758,1755,-3,1941,1920,1399,-21,NO
2016,7,2,6,2339,SEA,ATL,50,401,191,830,1124,2182,174,YES
2016,7,2,6,2547,SEA,MSP,1858,1856,-2,10,2352,1399,-18,NO
2016,7,2,6,2595,DTW,JFK,830,836,6,1025,1007,509,-18,NO
2016,7,2,6,2800,SEA,DTW,20,40,20,733,726,1927,-7,NO
2016,7,2,6,2816,JFK,MSP,1555,1659,64,1812,1943,1029,91,YES
2016,7,3,7,2590,SEA,JFK,2149,2142,-7,609,524,2422,-45,NO
2016,7,3,7,2791,JFK,SEA,1659,1702,3,2021,2021,2422,0,NO
2016,7,3,7,2816,JFK,MSP,1555,1601,6,1812,1816,1029,4,NO
2016,7,4,1,16,SEA,DTW,1148,1144,-4,1909,1834,1927,-35,NO
2016,7,4,1,42,ATL,JFK,1524,1519,-5,1802,1742,760,-20,NO
2016,7,1,5,843,ATL,JFK,1030,1028,-2,1255,1246,760,-9,NO
2016,7,1,5,896,DTW,JFK,2003,2301,178,2203,201,509,238,YES
2016,7,1,5,946,MSP,DTW,1112,1108,-4,1359,1335,528,-24,NO
2016,7,1,5,984,ATL,JFK,2115,410,415,2344,604,760,380,YES
2016,7,1,5,1107,ATL,SEA,1905,1902,-3,2127,2137,2182,10,NO
2016,7,1,5,1130,ATL,MSP,2220,9,109,2358,124,907,86,YES
2016,7,1,5,1306,DTW,ATL,1000,956,-4,1156,1144,594,-12,NO
2016,7,2,6,624,SEA,ATL,1453,1456,3,2248,2223,2182,-25,NO
2016,7,2,6,700,SEA,ATL,745,744,-1,1534,1513,2182,-21,NO
2016,7,2,6,752,ATL,JFK,1205,1203,-2,1429,1406,760,-23,NO
2016,7,2,6,815,SEA,DTW,1010,1009,-1,1731,1704,1927,-27,NO
2016,7,2,6,874,DTW,JFK,1204,1209,5,1358,1349,509,-9,NO
2016,7,2,6,967,ATL,SEA,934,932,-2,1152,1136,2182,-16,NO
2016,7,2,6,987,ATL,MSP,1045,1044,-1,1218,1203,907,-15,NO
2016,7,2,6,1109,SEA,JFK,1450,1452,2,2313,2251,2422,-22,NO
2016,7,2,6,1232,SEA,ATL,1315,1319,4,2106,2050,2182,-16,NO
2016,7,2,6,1322,MSP,SEA,1940,1936,-4,2122,2102,1399,-20,NO
2016,7,2,6,1453,SEA,MSP,645,647,2,1205,1153,1399,-12,NO
2016,7,2,6,1598,SEA,ATL,600,556,-4,1348,1319,2182,-29,NO
2016,7,4,1,1306,DTW,ATL,1000,954,-6,1154,1136,594,-18,NO
2016,7,4,1,2536,SEA,MSP,1315,1315,0,1834,1800,1399,-34,NO
2016,7,4,1,2610,ATL,MSP,725,723,-2,855,847,907,-8,NO
2016,7,4,1,2815,SEA,ATL,2329,2324,-5,709,657,2182,-12,NO
2016,7,4,1,2830,MSP,DTW,836,833,-3,1116,1111,528,-5,NO
2016,7,5,2,23,DTW,MSP,1547,1546,-1,1649,1633,528,-16,NO
2016,7,5,2,53,MSP,DTW,1530,1527,-3,1812,1751,528,-21,NO
2016,7,5,2,87,DTW,MSP,1740,1740,0,1849,2249,528,,NO
2016,7,5,2,109,ATL,MSP,1640,1647,7,1827,1,907,,NO
2016,7,5,2,177,ATL,MSP,1505,1524,19,1648,1717,907,29,YES
2016,7,4,1,176,MSP,ATL,1505,1502,-3,1833,1821,907,-12,NO
2016,7,4,1,220,JFK,ATL,1909,1909,0,2153,2131,760,-22,NO
2016,7,4,1,362,DTW,MSP,820,815,-5,917,859,528,-18,NO
2016,7,4,1,421,SEA,JFK,1115,1116,1,1945,1943,2422,-2,NO
2016,7,4,1,446,ATL,JFK,1718,1723,5,1955,1928,760,-27,NO
2016,7,4,1,480,JFK,MSP,805,802,-3,1016,959,1029,-17,NO
2016,7,4,1,589,MSP,SEA,1115,1130,15,1254,1314,1399,20,YES
2016,7,4,1,668,ATL,SEA,2110,2106,-4,2331,2319,2182,-12,NO
2016,7,4,1,748,ATL,DTW,1055,1051,-4,1257,1241,594,-16,NO
2016,7,4,1,786,DTW,ATL,1400,1355,-5,1603,1530,594,-33,NO
2016,7,4,1,888,ATL,MSP,1357,1355,-2,1537,1516,907,-21,NO
2016,7,4,1,967,ATL,SEA,934,924,-10,1152,1140,2182,-12,NO
2016,7,4,1,987,ATL,MSP,1045,1042,-3,1220,1208,907,-12,NO
2016,7,4,1,1122,MSP,ATL,730,809,39,1054,1127,907,33,YES
2016,7,4,1,1290,ATL,DTW,2235,2236,1,31,21,594,-10,NO
2016,7,5,2,1055,DTW,MSP,2025,2232,127,2120,2326,528,126,YES
2016,7,5,2,1126,MSP,JFK,1346,1340,-6,1745,1722,1029,-23,NO
2016,7,5,2,1291,SEA,ATL,902,900,-2,1659,1652,2182,-7,NO
2016,7,5,2,1357,MSP,DTW,1745,1742,-3,2031,2014,528,-17,NO
2016,7,5,2,1453,SEA,MSP,645,642,-3,1207,1148,1399,-19,NO
2016,7,5,2,1598,SEA,ATL,600,557,-3,1350,1402,2182,12,NO
2016,7,3,7,16,SEA,DTW,1148,1204,16,1909,1916,1927,7,NO
2016,7,3,7,42,ATL,JFK,1524,1524,0,1801,1730,760,-31,NO
2016,7,3,7,108,MSP,ATL,1315,1312,-3,1648,1635,907,-13,NO
2016,7,3,7,177,ATL,MSP,1505,1503,-2,1647,1625,907,-22,NO
2016,7,3,7,281,DTW,SEA,830,830,0,1027,1019,1927,-8,NO
2016,7,3,7,413,MSP,JFK,930,921,-9,1314,1252,1029,-22,NO
2016,7,3,7,435,JFK,ATL,1105,1112,7,1332,1315,760,-17,NO
2016,7,3,7,480,JFK,MSP,805,828,23,1016,1027,1029,11,NO
2016,7,3,7,588,SEA,MSP,1133,1144,11,1651,1656,1399,5,NO
2016,7,3,7,630,DTW,ATL,1755,1751,-4,1957,1933,594,-24,NO
2016,7,3,7,744,MSP,ATL,950,949,-1,1318,1258,907,-20,NO
2016,7,3,7,784,ATL,MSP,844,843,-1,1015,1002,907,-13,NO
2016,7,3,7,859,MSP,DTW,1947,1959,12,2227,2241,528,14,NO
2016,7,3,7,946,MSP,DTW,1112,1110,-2,1355,1335,528,-20,NO
2016,7,3,7,984,ATL,JFK,2115,2113,-2,2343,2320,760,-23,NO
2016,7,3,7,1109,SEA,JFK,1450,1448,-2,2313,2258,2422,-15,NO
2016,7,3,7,1232,SEA,ATL,1246,1248,2,2038,2023,2182,-15,NO
2016,7,3,7,1322,MSP,SEA,1935,1931,-4,2117,2109,1399,-8,NO
2016,7,5,2,2784,JFK,DTW,900,855,-5,1119,1103,509,-16,NO
2016,7,5,2,2812,ATL,MSP,1800,1849,49,1945,2239,907,,NO
2016,7,5,2,2816,JFK,MSP,1555,1549,-6,1815,2222,1029,,NO
2016,7,5,2,2825,DTW,MSP,1000,955,-5,1050,1041,528,-9,NO
2016,7,6,3,16,SEA,DTW,1148,1510,202,1914,2211,1927,177,YES
2016,7,6,3,42,ATL,JFK,1524,1612,48,1805,1823,760,18,YES
2016,7,6,3,108,MSP,ATL,1315,1321,6,1651,1703,907,12,NO
2016,7,6,3,177,ATL,MSP,1505,1507,2,1648,1638,907,-10,NO
2016,7,6,3,281,DTW,SEA,830,835,5,1028,1038,1927,10,NO
2016,7,6,3,356,ATL,MSP,2105,2228,83,2245,2355,907,70,YES
2016,7,6,3,420,ATL,JFK,1344,1358,14,1618,1714,760,56,YES
2016,7,6,3,440,JFK,ATL,600,559,-1,827,803,760,-24,NO
2016,7,6,3,455,JFK,MSP,808,806,-2,1021,1000,1029,-21,NO
2016,7,6,3,542,DTW,SEA,1400,1427,27,1554,1606,1927,12,NO
2016,7,3,7,1549,MSP,ATL,1745,1745,0,2120,2102,907,-18,NO
2016,7,3,7,1715,ATL,MSP,1210,1210,0,1343,1334,907,-9,NO
2016,7,3,7,1768,SEA,MSP,813,,,1331,,1399,,NO
2016,7,3,7,1823,DTW,SEA,2019,2027,8,2214,2218,1927,4,NO
2016,7,3,7,1991,MSP,ATL,515,513,-2,838,826,907,-12,NO
2016,7,3,7,2210,SEA,DTW,2350,3,13,703,648,1927,-15,NO
2016,7,3,7,2253,MSP,SEA,1758,1753,-5,1941,1934,1399,-7,NO
2016,7,3,7,2440,SEA,MSP,50,47,-3,600,547,1399,-13,NO
2016,7,5,2,1915,MSP,ATL,1113,1112,-1,1443,1535,907,52,YES
2016,7,5,2,2032,MSP,JFK,700,656,-4,1051,1045,1029,-6,NO
2016,7,5,2,2214,MSP,JFK,1735,1759,24,2132,2232,1029,60,YES
2016,7,5,2,2253,MSP,SEA,1758,1807,9,1942,2140,1399,118,YES
2016,7,5,2,2329,ATL,SEA,1414,1507,53,1632,1741,2182,69,YES
2016,7,5,2,2440,SEA,MSP,50,44,-6,602,539,1399,-23,NO
2016,7,5,2,281,DTW,SEA,830,826,-4,1028,1046,1927,18,YES
2016,7,5,2,356,ATL,MSP,2105,2325,140,2245,49,907,124,YES
2016,7,5,2,421,SEA,JFK,1115,1110,-5,1952,1920,2422,-32,NO
2016,7,5,2,446,ATL,JFK,1716,1739,23,1957,1959,760,2,NO
2016,7,5,2,447,JFK,ATL,1105,1127,22,1334,1813,760,,NO
2016,7,5,2,491,JFK,ATL,820,818,-2,1051,1023,760,-28,NO
2016,7,5,2,588,SEA,MSP,1133,1139,6,1653,1709,1399,16,YES
2016,7,5,2,630,DTW,ATL,1755,1927,92,1959,2112,594,73,YES
2016,7,5,2,733,DTW,SEA,1532,1531,-1,1728,1718,1927,-10,NO
2016,7,5,2,783,MSP,ATL,620,621,1,940,942,907,2,NO
2016,7,5,2,841,DTW,MSP,1200,1158,-2,1255,1246,528,-9,NO
2016,7,5,2,888,ATL,MSP,1357,1516,79,1539,1711,907,92,YES
2016,7,5,2,930,MSP,ATL,1940,2249,189,2314,233,907,199,YES
2016,7,5,2,971,MSP,DTW,1000,955,-5,1248,1235,528,-13,NO
2016,7,6,3,1291,SEA,ATL,902,858,-4,1659,1647,2182,-12,NO
2016,7,6,3,1357,MSP,DTW,1745,1742,-3,2031,2017,528,-14,NO
2016,7,6,3,1453,SEA,MSP,645,643,-2,1207,1149,1399,-18,NO
2016,7,6,3,1598,SEA,ATL,600,553,-7,1350,1432,2182,42,YES
2016,7,6,3,1715,ATL,MSP,1210,1210,0,1346,1408,907,22,YES
2016,7,6,3,1768,SEA,MSP,813,,,1334,,1399,,NO
2016,7,6,3,1815,MSP,ATL,850,903,13,1222,1612,907,,NO
2016,7,6,3,1823,DTW,SEA,2019,2305,166,2215,49,1927,154,YES
2016,7,6,3,1991,MSP,ATL,515,526,11,839,845,907,6,NO
2016,7,4,1,1417,ATL,DTW,1920,1937,17,2124,2111,594,-13,NO
2016,7,4,1,1549,MSP,ATL,1745,1745,0,2122,2101,907,-21,NO
2016,7,4,1,1715,ATL,MSP,1210,1236,26,1343,1404,907,21,YES
2016,7,4,1,1815,MSP,ATL,850,909,19,1218,1229,907,11,NO
2016,7,4,1,1943,DTW,ATL,1201,1155,-6,1405,1341,594,-24,NO
2016,7,4,1,2193,MSP,SEA,657,654,-3,839,848,1399,9,NO
2016,7,4,1,2237,JFK,ATL,1744,1743,-1,2026,1955,760,-31,NO
2016,7,4,1,2339,SEA,ATL,50,47,-3,830,812,2182,-18,NO
2016,7,6,3,2193,MSP,SEA,657,656,-1,839,824,1399,-15,NO
2016,7,6,3,2221,MSP,SEA,850,1237,227,1030,1415,1399,225,YES
2016,7,6,3,2267,MSP,ATL,1648,1820,92,2020,2148,907,88,YES
2016,7,6,3,2350,ATL,JFK,802,800,-2,1020,1016,760,-4,NO
2016,7,6,3,2547,SEA,MSP,1900,1853,-7,18,2356,1399,-22,NO
2016,7,6,3,2610,ATL,MSP,725,737,12,858,902,907,4,NO
2016,7,7,4,325,DTW,ATL,1450,1445,-5,1653,1636,594,-17,NO
2016,7,7,4,413,MSP,JFK,1010,1009,-1,1359,1348,1029,-11,NO
2016,7,7,4,440,JFK,ATL,600,558,-2,827,815,760,-12,NO
2016,7,7,4,464,JFK,ATL,1350,1345,-5,1628,1629,760,1,NO
2016,7,7,4,491,JFK,ATL,820,818,-2,1051,1034,760,-17,NO
2016,7,7,4,588,SEA,MSP,1133,1139,6,1653,1642,1399,-11,NO
2016,7,7,4,630,DTW,ATL,1755,1755,0,1959,1955,594,-4,NO
2016,7,7,4,744,MSP,ATL,950,945,-5,1320,1305,907,-15,NO
2016,7,7,4,784,ATL,MSP,844,851,7,1017,1030,907,13,NO
2016,7,7,4,843,ATL,JFK,1030,1027,-3,1255,1256,760,1,NO
2016,7,7,4,902,ATL,DTW,1511,1515,4,1723,1710,594,-13,NO
2016,7,7,4,967,ATL,SEA,934,1002,28,1155,1228,2182,33,YES
2016,7,7,4,987,ATL,MSP,1045,1048,3,1221,1222,907,1,NO
2016,7,7,4,1109,SEA,JFK,1450,1447,-3,2314,2343,2422,29,YES
2016,7,7,4,1232,SEA,ATL,1246,1240,-6,2039,2009,2182,-30,NO
2016,7,7,4,1322,MSP,SEA,1935,1953,18,2119,2159,1399,40,YES
2016,7,7,4,2218,SEA,DTW,735,1656,561,1455,2354,1927,539,YES
2016,7,7,4,2263,DTW,SEA,1750,1748,-2,1945,1928,1927,-17,NO
2016,7,7,4,2339,SEA,ATL,50,102,12,833,843,2182,10,NO
2016,7,7,4,1357,MSP,DTW,1745,1740,-5,2031,2015,528,-16,NO
2016,7,7,4,1453,SEA,MSP,645,643,-2,1207,1150,1399,-17,NO
2016,7,7,4,1588,SEA,ATL,2219,2229,10,603,603,2182,0,NO
2016,7,7,4,1650,DTW,MSP,700,655,-5,749,752,528,3,NO
2016,7,7,4,1768,SEA,MSP,813,813,0,1334,1322,1399,-12,NO
2016,7,7,4,1893,DTW,ATL,841,833,-8,1041,1038,594,-3,NO
2016,7,7,4,2005,ATL,DTW,710,708,-2,910,854,594,-16,NO
2016,7,8,5,542,DTW,SEA,1400,1419,19,1554,1613,1927,19,YES
2016,7,8,5,624,SEA,ATL,1453,1510,17,2250,2250,2182,0,NO
2016,7,8,5,668,ATL,SEA,2110,2110,0,2334,2331,2182,-3,NO
2016,7,8,5,748,ATL,DTW,1055,1104,9,1257,1305,594,8,NO
2016,7,8,5,786,DTW,ATL,1400,1359,-1,1603,1554,594,-9,NO
2016,7,8,5,859,MSP,DTW,1947,1943,-4,2229,2207,528,-22,NO
2016,7,8,5,913,DTW,SEA,2212,2252,40,2,30,1927,28,YES
2016,7,8,5,970,ATL,SEA,1755,1753,-2,2020,1959,2182,-21,NO
2016,7,8,5,991,ATL,DTW,1210,1207,-3,1418,1357,594,-21,NO
2016,7,8,5,1122,MSP,ATL,730,726,-4,1055,1104,907,9,NO
2016,7,7,4,2547,SEA,MSP,1900,1902,2,18,2356,1399,-22,NO
2016,7,7,4,2610,ATL,MSP,725,723,-2,858,904,907,6,NO
2016,7,7,4,2802,ATL,DTW,2114,2118,4,2316,2307,594,-9,NO
2016,7,7,4,2825,DTW,MSP,1000,1008,8,1050,1056,528,6,NO
2016,7,8,5,16,SEA,DTW,1148,1150,2,1914,1855,1927,-19,NO
2016,7,8,5,42,ATL,JFK,1524,1633,69,1805,1915,760,70,YES
2016,7,8,5,108,MSP,ATL,1315,1310,-5,1651,1625,907,-26,NO
2016,7,8,5,177,ATL,MSP,1505,1505,0,1648,1632,907,-16,NO
2016,7,8,5,281,DTW,SEA,830,828,-2,1028,1031,1927,3,NO
2016,7,8,5,356,ATL,MSP,2105,2114,9,2245,2243,907,-2,NO
2016,7,8,5,420,ATL,JFK,1344,1403,19,1618,1709,760,51,YES
2016,7,8,5,440,JFK,ATL,600,557,-3,827,808,760,-19,NO
2016,7,8,5,464,JFK,ATL,1350,1659,189,1628,2018,760,230,YES
2016,7,8,5,2339,SEA,ATL,50,51,1,833,829,2182,-4,NO
2016,7,8,5,2440,SEA,MSP,50,45,-5,602,544,1399,-18,NO
2016,7,8,5,2580,ATL,SEA,1205,1220,15,1420,1436,2182,16,YES
2016,7,8,5,2784,JFK,DTW,900,935,35,1119,1128,509,9,NO
2016,7,8,5,2816,JFK,MSP,1555,2147,352,1815,3,1029,348,YES
2016,7,8,5,2853,JFK,SEA,1659,1733,34,2025,2104,2422,39,YES
2016,7,9,6,23,DTW,MSP,1542,1541,-1,1641,1629,528,-12,NO
2016,7,9,6,108,MSP,ATL,1317,1315,-2,1650,1632,907,-18,NO
2016,7,9,6,177,ATL,MSP,1505,1537,32,1645,1704,907,19,YES
2016,7,9,6,258,ATL,DTW,2105,2107,2,2305,2245,594,-20,NO
2016,7,9,6,362,DTW,MSP,830,830,0,929,922,528,-7,NO
2016,7,9,6,421,SEA,JFK,1115,1132,17,1945,1953,2422,8,NO
2016,7,9,6,440,JFK,ATL,600,558,-2,824,846,760,22,YES
2016,7,9,6,486,JFK,SEA,1045,1117,32,1345,1404,2422,19,YES
2016,7,9,6,589,MSP,SEA,1124,1121,-3,1303,1255,1399,-8,NO
2016,7,9,6,668,ATL,SEA,2114,2123,9,2335,2322,2182,-13,NO
2016,7,9,6,748,ATL,DTW,1055,1055,0,1257,1250,594,-7,NO
2016,7,9,6,815,SEA,DTW,934,933,-1,1653,1630,1927,-23,NO
2016,7,9,6,874,DTW,JFK,1204,1204,0,1358,1357,509,-1,NO
2016,7,6,3,2802,ATL,DTW,2114,2114,0,2317,2253,594,-24,NO
2016,7,6,3,2825,DTW,MSP,1000,958,-2,1050,1045,528,-5,NO
2016,7,7,4,16,SEA,DTW,1148,1147,-1,1914,1902,1927,-12,NO
2016,7,7,4,42,ATL,JFK,1524,1729,125,1805,2003,760,118,YES
2016,7,7,4,87,DTW,MSP,1740,1737,-3,1849,1834,528,-15,NO
2016,7,7,4,176,MSP,ATL,1505,1459,-6,1836,1818,907,-18,NO
2016,7,8,5,1542,SEA,JFK,1315,1431,76,2149,2247,2422,58,YES
2016,7,8,5,1608,ATL,DTW,1340,1341,1,1548,1540,594,-8,NO
2016,7,8,5,1750,SEA,ATL,1049,1055,6,1840,1901,2182,21,YES
2016,7,8,5,1815,MSP,ATL,850,847,-3,1222,1204,907,-18,NO
2016,7,8,5,1943,DTW,ATL,1200,1200,0,1404,1342,594,-22,NO
2016,7,8,5,2039,ATL,SEA,744,828,44,1000,1053,2182,53,YES
2016,7,8,5,2218,SEA,DTW,735,825,50,1455,1525,1927,30,YES
2016,7,8,5,2263,DTW,SEA,1750,1748,-2,1945,1934,1927,-11,NO
2016,7,10,7,356,ATL,MSP,2105,2103,-2,2245,2229,907,-16,NO
2016,7,10,7,421,SEA,JFK,1115,1109,-6,1952,1917,2422,-35,NO
2016,7,10,7,446,ATL,JFK,1652,1714,22,1935,1953,760,18,YES
2016,7,10,7,480,JFK,SEA,900,1023,83,1224,1300,2422,36,YES
2016,7,10,7,542,DTW,SEA,1400,1401,1,1554,1543,1927,-11,NO
2016,7,10,7,624,SEA,ATL,1453,1502,9,2250,2250,2182,0,NO
2016,7,10,7,700,SEA,ATL,745,744,-1,1536,1534,2182,-2,NO
2016,7,10,7,752,ATL,JFK,1205,1204,-1,1429,1403,760,-26,NO
2016,7,10,7,815,SEA,DTW,934,937,3,1655,1637,1927,-18,NO
2016,7,8,5,1290,ATL,DTW,2235,2246,11,33,44,594,11,NO
2016,7,8,5,1336,ATL,SEA,1100,1057,-3,1318,1316,2182,-2,NO
2016,7,8,5,1444,SEA,DTW,545,543,-2,1303,1233,1927,-30,NO
2016,7,9,6,902,ATL,DTW,1520,1519,-1,1730,1708,594,-22,NO
2016,7,9,6,971,MSP,DTW,950,945,-5,1237,1209,528,-28,NO
2016,7,9,6,1055,DTW,MSP,2025,2038,13,2119,2114,528,-5,NO
2016,7,9,6,1126,MSP,JFK,1345,1345,0,1740,1712,1029,-28,NO
2016,7,9,6,1291,SEA,ATL,902,857,-5,1656,1631,2182,-25,NO
2016,7,9,6,1397,MSP,SEA,1505,1504,-1,1641,1639,1399,-2,NO
2016,7,9,6,1549,MSP,ATL,1741,1739,-2,2113,2052,907,-21,NO
2016,7,9,6,1640,DTW,ATL,730,732,2,926,919,594,-7,NO
2016,7,9,6,1760,MSP,SEA,2236,2237,1,17,5,1399,-12,NO
2016,7,9,6,1823,DTW,SEA,2019,2014,-5,2214,2154,1927,-20,NO
2016,7,10,7,1476,DTW,MSP,1348,1346,-2,1440,1428,528,-12,NO
2016,7,10,7,1598,SEA,ATL,600,556,-4,1350,1358,2182,8,NO
2016,7,9,6,1915,MSP,ATL,1113,1108,-5,1440,1423,907,-17,NO
2016,7,9,6,2032,MSP,JFK,700,657,-3,1049,1035,1029,-14,NO
2016,7,9,6,2214,MSP,JFK,1735,1731,-4,2129,2215,1029,46,YES
2016,7,9,6,2253,MSP,SEA,1758,1758,0,1941,1934,1399,-7,NO
2016,7,9,6,2339,SEA,ATL,50,45,-5,830,813,2182,-17,NO
2016,7,9,6,2547,SEA,MSP,1858,1859,1,10,8,1399,-2,NO
2016,7,9,6,2595,DTW,JFK,830,844,14,1026,1030,509,4,NO
2016,7,9,6,2800,SEA,DTW,10,5,-5,723,717,1927,-6,NO
2016,7,9,6,2825,JFK,SEA,1659,1657,-2,2021,2017,2422,-4,NO
2016,7,10,7,17,DTW,SEA,1155,1154,-1,1347,1340,1927,-7,NO
2016,7,10,7,43,JFK,ATL,1525,1522,-3,1813,1821,760,8,NO
2016,7,10,7,108,MSP,ATL,1315,1311,-4,1651,1645,907,-6,NO
2016,7,10,7,177,ATL,MSP,1503,1501,-2,1646,1637,907,-9,NO
2016,7,10,7,281,DTW,SEA,830,827,-3,1028,1002,1927,-26,NO
2016,7,10,7,2267,MSP,ATL,1648,1644,-4,2019,2010,907,-9,NO
2016,7,10,7,2424,SEA,DTW,1400,1406,6,2124,2130,1927,6,NO
2016,7,10,7,2553,ATL,DTW,1629,1625,-4,1841,1820,594,-21,NO
2016,7,10,7,2659,DTW,ATL,2053,2051,-2,2255,2233,594,-22,NO
2016,7,10,7,2815,SEA,ATL,2329,2331,2,710,707,2182,-3,NO
2016,7,10,7,2830,MSP,DTW,844,1003,79,1122,1235,528,73,YES
2016,7,11,1,22,MSP,DTW,1330,1323,-7,1616,1608,528,-8,NO
2016,7,11,1,86,MSP,DTW,1530,1529,-1,1812,1803,528,-9,NO
2016,7,10,7,1715,ATL,MSP,1210,1208,-2,1346,1341,907,-5,NO
2016,7,10,7,1770,SEA,MSP,1530,1529,-1,2046,2046,1399,0,NO
2016,7,10,7,1915,MSP,ATL,1113,1112,-1,1443,1432,907,-11,NO
2016,7,10,7,2032,MSP,JFK,700,805,65,1051,1129,1029,38,YES
2016,7,10,7,2214,MSP,JFK,1735,1734,-1,2132,2131,1029,-1,NO
2016,7,10,7,2253,MSP,SEA,1758,1758,0,1942,1920,1399,-22,NO
2016,7,11,1,1640,DTW,ATL,730,727,-3,927,911,594,-16,NO
2016,7,11,1,1760,MSP,SEA,2244,2333,49,25,111,1399,46,YES
2016,7,11,1,1823,DTW,SEA,2019,2016,-3,2215,2144,1927,-31,NO
2016,7,11,1,1991,MSP,ATL,515,517,2,839,833,907,-6,NO
2016,7,11,1,2193,MSP,SEA,657,725,28,839,854,1399,15,YES
2016,7,11,1,2221,MSP,SEA,850,859,9,1030,1043,1399,13,NO
2016,7,11,1,2267,MSP,ATL,1648,1646,-2,2019,2026,907,7,NO
2016,7,11,1,176,MSP,ATL,1505,1509,4,1836,2219,907,,NO
2016,7,11,1,211,JFK,SEA,1856,1900,4,2222,2224,2422,2,NO
2016,7,11,1,315,DTW,ATL,1915,1912,-3,2116,2154,594,38,YES
2016,7,11,1,362,DTW,MSP,830,829,-1,930,909,528,-21,NO
2016,7,11,1,421,SEA,JFK,1115,1112,-3,1952,1937,2422,-15,NO
2016,7,11,1,440,JFK,ATL,600,556,-4,827,815,760,-12,NO
2016,7,11,1,464,JFK,ATL,1350,1345,-5,1628,1616,760,-12,NO
2016,7,11,1,541,ATL,DTW,1741,1740,-1,1953,2054,594,61,YES
2016,7,11,1,589,MSP,SEA,1124,1119,-5,1305,1250,1399,-15,NO
2016,7,11,1,659,ATL,DTW,545,625,40,745,801,594,16,YES
2016,7,11,1,2536,SEA,MSP,1320,1322,2,1840,1853,1399,13,NO
2016,7,11,1,2590,SEA,JFK,2149,2145,-4,611,613,2422,2,NO
2016,7,11,1,2800,SEA,DTW,23,17,-6,739,726,1927,-13,NO
2016,7,11,1,2816,JFK,MSP,1555,1555,0,1815,1749,1029,-26,NO
